repo_name,file_path,file_type
next.js,docs/01-app/03-api-reference/04-functions/cacheTag.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/connection.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/cookies.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/fetch.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/generate-metadata.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/generate-sitemaps.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/generate-static-params.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/headers.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/next-response.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/redirect.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/refresh.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/revalidatePath.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/revalidateTag.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/updateTag.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/use-pathname.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/use-router.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/use-search-params.mdx,docs
next.js,docs/01-app/03-api-reference/04-functions/userAgent.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/adapterPath.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/cacheComponents.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/cacheHandlers.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/cacheLife.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/devIndicators.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/eslint.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/headers.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/incrementalCacheHandlerPath.mdx,docs
next.js,docs/01-app/03-api-reference/05-config/01-next-config-js/index.mdx,docs
